Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
LRRC73		2	2	52	3.8%	No
BACH1		1	1	52	1.9%	No
RPAP2		1	1	52	1.9%	No
RABEP2		1	1	52	1.9%	No
ADGRB1		2	2	52	3.8%	No
COL24A1		1	1	52	1.9%	No
VWA2		1	1	52	1.9%	No
ZAP70		1	1	52	1.9%	No
DIP2B		2	2	52	3.8%	No
ZFP36		1	1	52	1.9%	No
ITPRIPL1		1	1	52	1.9%	No
TRMT9B		1	1	52	1.9%	No
EYS		2	2	52	3.8%	No
HNRNPL		1	1	52	1.9%	No
HNRNPK		1	1	52	1.9%	No
TAX1BP1		1	1	52	1.9%	No
NOP9		1	1	52	1.9%	No
HOXA2		1	1	52	1.9%	No
HOXA1		1	1	52	1.9%	No
BAX		2	1	52	1.9%	Yes
ISLR2		1	1	52	1.9%	No
SETD7		1	1	52	1.9%	Yes
GRIP2		1	1	52	1.9%	No
RANBP10		1	1	52	1.9%	No
SHROOM3		1	1	52	1.9%	No
ZIC2		1	1	52	1.9%	No
ZNF492		1	1	52	1.9%	No
TSHZ3		1	1	52	1.9%	No
ZNF14		1	1	52	1.9%	No
ZNF17		1	1	52	1.9%	No
RRAD		1	1	52	1.9%	No
GKN2		1	1	52	1.9%	No
BCHE		1	1	52	1.9%	No
DEPDC4		1	1	52	1.9%	No
C11ORF40		1	1	52	1.9%	No
MCM3AP		2	2	52	3.8%	No
FAM124A		1	1	52	1.9%	No
RRM1		2	2	52	3.8%	No
PIM3		1	1	52	1.9%	No
OR51E2		2	2	52	3.8%	No
RREB1		1	1	52	1.9%	No
OR51G2		1	1	52	1.9%	No
ZNF35		1	1	52	1.9%	No
HUWE1		2	2	52	3.8%	No
SIK3		1	1	52	1.9%	No
SRGAP2		1	1	52	1.9%	No
SPECC1L		1	1	52	1.9%	No
AVPI1		1	1	52	1.9%	No
DDX41		1	1	52	1.9%	Yes
RYR3		1	1	52	1.9%	No
RYR2		2	2	52	3.8%	No
CDKL4		1	1	52	1.9%	No
HHLA1		1	1	52	1.9%	No
NCAPH		1	1	52	1.9%	No
SMAP2		1	1	52	1.9%	No
LRRD1		1	1	52	1.9%	No
METTL17		1	1	52	1.9%	No
SUCO		1	1	52	1.9%	No
RYK		1	1	52	1.9%	No
TSKS		1	1	52	1.9%	No
MIGA1		2	2	52	3.8%	No
SMC4		1	1	52	1.9%	No
S100A6		1	1	52	1.9%	No
ARHGEF12		2	2	52	3.8%	Yes
MTARC1		1	1	52	1.9%	No
LARP1		1	1	52	1.9%	No
TNS3		1	1	52	1.9%	No
FNBP4		1	1	52	1.9%	No
DOK6		1	1	52	1.9%	No
OBSL1		1	1	52	1.9%	No
VGLL1		1	1	52	1.9%	No
RNF138		1	1	52	1.9%	No
DCP1A		1	1	52	1.9%	No
FARSB		1	1	52	1.9%	No
NIFK		1	1	52	1.9%	No
ASIC3		1	1	52	1.9%	No
ABCC9		1	1	52	1.9%	No
TRERF1		1	1	52	1.9%	No
ST6GALNAC1		1	1	52	1.9%	No
GARIN3		1	1	52	1.9%	No
ICE1		1	1	52	1.9%	No
TNS2		1	1	52	1.9%	No
LRRK2		2	2	52	3.8%	Yes
TRIP12		1	1	52	1.9%	No
TRIP11		1	1	52	1.9%	Yes
CCDC14		1	1	52	1.9%	No
ESYT1		1	1	52	1.9%	No
SYNE1		4	4	52	7.7%	No
SMCHD1		1	1	52	1.9%	No
SAFB		1	1	52	1.9%	No
DOCK9		1	1	52	1.9%	No
PHF24		1	1	52	1.9%	No
MUC17		4	3	52	5.8%	No
TRIP13		1	1	52	1.9%	Yes
ASB11		1	1	52	1.9%	No
PAG1		2	2	52	3.8%	Yes
VPS11		1	1	52	1.9%	No
AEN		2	2	52	3.8%	No
TOM1L1		1	1	52	1.9%	No
TBC1D15		1	1	52	1.9%	No
SUN1		1	1	52	1.9%	No
HAUS5		1	1	52	1.9%	No
VPS8		3	3	52	5.8%	No
GTF3C3		1	1	52	1.9%	No
FAM189A1		1	1	52	1.9%	No
CAND1		1	1	52	1.9%	No
UBR4		2	2	52	3.8%	No
SH2D3C		1	1	52	1.9%	No
CENPJ		1	1	52	1.9%	No
MAMLD1		1	1	52	1.9%	No
MYO3B		1	1	52	1.9%	No
ANKFY1		1	1	52	1.9%	No
CYP4Z1		1	1	52	1.9%	No
WDR47		1	1	52	1.9%	No
NDST3		1	1	52	1.9%	No
YLPM1		1	1	52	1.9%	No
GLP2R		1	1	52	1.9%	No
HS6ST2		1	1	52	1.9%	No
VAMP3		1	1	52	1.9%	No
PREX1		1	1	52	1.9%	No
PPP1R21		1	1	52	1.9%	No
GJA5		1	1	52	1.9%	No
RIC1		3	3	52	5.8%	No
NLRP4		2	2	52	3.8%	No
RNF20		1	1	52	1.9%	No
SYT13		1	1	52	1.9%	No
HMCN1		3	2	52	3.8%	No
LIPN		1	1	52	1.9%	No
SLIT2		3	2	52	3.8%	No
ACTBL2		1	1	52	1.9%	No
STAM		2	2	52	3.8%	No
ZNF687		1	1	52	1.9%	No
GK2		1	1	52	1.9%	No
KDELR1		2	1	52	1.9%	No
RSPH3		1	1	52	1.9%	No
MCIDAS		1	1	52	1.9%	No
UGT2A1		1	1	52	1.9%	No
EMILIN3		1	1	52	1.9%	No
KL		3	3	52	5.8%	No
SLC9A3R1		1	1	52	1.9%	No
TMEM89		1	1	52	1.9%	No
NRXN3		2	2	52	3.8%	No
TRAFD1		1	1	52	1.9%	No
MAGED2		1	1	52	1.9%	No
SNX25		2	2	52	3.8%	No
IP6K3		1	1	52	1.9%	No
NRXN1		1	1	52	1.9%	No
EHMT2		1	1	52	1.9%	No
GLE1		1	1	52	1.9%	No
TSPAN10		1	1	52	1.9%	No
CRY2		1	1	52	1.9%	No
GLI3		2	1	52	1.9%	No
GLI2		1	1	52	1.9%	No
BIRC8		1	1	52	1.9%	No
OTOF		2	2	52	3.8%	No
COG1		1	1	52	1.9%	No
CMYA5		3	2	52	3.8%	No
GLS		1	1	52	1.9%	No
LRRC15		1	1	52	1.9%	No
CIAO1		2	1	52	1.9%	No
NALCN		1	1	52	1.9%	No
HS6ST1		1	1	52	1.9%	No
TRPV4		1	1	52	1.9%	No
MFAP5		1	1	52	1.9%	No
CSF1		2	2	52	3.8%	Yes
CSE1L		1	1	52	1.9%	No
GMFB		1	1	52	1.9%	No
PGAP4		1	1	52	1.9%	No
CS		1	1	52	1.9%	No
CHCHD6		1	1	52	1.9%	No
ZNF565		1	1	52	1.9%	No
CSF2RB		1	1	52	1.9%	No
METTL15		1	1	52	1.9%	No
FXR1		2	2	52	3.8%	No
KMT2D		2	1	52	1.9%	Yes
RXFP1		1	1	52	1.9%	No
ZNF800		1	1	52	1.9%	No
GNAO1		1	1	52	1.9%	No
PLEKHH2		2	2	52	3.8%	No
PTPRS		1	1	52	1.9%	Yes
RBMXL3		1	1	52	1.9%	No
CCDC97		2	2	52	3.8%	No
VCAN		1	1	52	1.9%	No
CSNK2A1		1	1	52	1.9%	No
NECTIN1		1	1	52	1.9%	No
FOXP1		1	1	52	1.9%	Yes
FAM163A		1	1	52	1.9%	No
KCNH8		3	3	52	5.8%	No
PLIN4		1	1	52	1.9%	No
WDFY2		1	1	52	1.9%	No
DOCK11		2	2	52	3.8%	No
NCAN		1	1	52	1.9%	No
SPATA46		1	1	52	1.9%	No
ALDH1L2		4	4	52	7.7%	No
IQCD		1	1	52	1.9%	No
CCDC171		1	1	52	1.9%	No
MTAP		1	1	52	1.9%	Yes
NAIF1		1	1	52	1.9%	No
ANKRD1		1	1	52	1.9%	No
GHITM		1	1	52	1.9%	No
GPATCH2		1	1	52	1.9%	No
AGGF1		2	2	52	3.8%	No
PYGM		1	1	52	1.9%	No
PERP		1	1	52	1.9%	No
SPRED1		1	1	52	1.9%	Yes
CTNNA1		1	1	52	1.9%	Yes
CTLA4		1	1	52	1.9%	Yes
DYNC2I1		2	2	52	3.8%	No
ZNF705G		1	1	52	1.9%	No
ARHGAP17		1	1	52	1.9%	No
SPATA31D1		1	1	52	1.9%	No
ADAMTS16		1	1	52	1.9%	No
CRTAC1		1	1	52	1.9%	No
RBM26		1	1	52	1.9%	No
SLC28A3		1	1	52	1.9%	No
ADGRD2		1	1	52	1.9%	No
NLRP3		1	1	52	1.9%	No
PELP1		1	1	52	1.9%	No
MARK4		1	1	52	1.9%	No
CFAP77		1	1	52	1.9%	No
POTEC		1	1	52	1.9%	No
TMPRSS7		2	2	52	3.8%	No
CTNNA2		1	1	52	1.9%	No
CEP192		1	1	52	1.9%	No
MTHFD1		1	1	52	1.9%	No
VPS13B		2	2	52	3.8%	No
CDH23		1	1	52	1.9%	No
QARS1		1	1	52	1.9%	No
MCCC2		1	1	52	1.9%	No
GPC2		1	1	52	1.9%	No
SNX16		1	1	52	1.9%	No
GOLM2		1	1	52	1.9%	No
ODAD2		1	1	52	1.9%	No
HOXA11		1	1	52	1.9%	Yes
SRBD1		1	1	52	1.9%	No
PRSS57		1	1	52	1.9%	No
SUGP1		1	1	52	1.9%	No
IGHV5-51		1	1	52	1.9%	No
BCL3		1	1	52	1.9%	Yes
PARVG		1	1	52	1.9%	No
CABCOCO1		1	1	52	1.9%	No
GIMAP8		1	1	52	1.9%	No
HOXC5		1	1	52	1.9%	No
TICRR		1	1	52	1.9%	No
EIF4ENIF1		1	1	52	1.9%	No
FOXD3		1	1	52	1.9%	No
CDCA8		1	1	52	1.9%	No
RBM23		1	1	52	1.9%	No
BCR		1	1	52	1.9%	Yes
NAALADL2		1	1	52	1.9%	No
SAMSN1		2	2	52	3.8%	No
DSG4		1	1	52	1.9%	No
SDK1		2	2	52	3.8%	No
RAD51B		1	1	52	1.9%	Yes
FOXK1		1	1	52	1.9%	No
PKD2L2		1	1	52	1.9%	No
DALRD3		1	1	52	1.9%	No
MLH3		2	2	52	3.8%	No
BDH1		1	1	52	1.9%	No
CACNA1H		1	1	52	1.9%	No
CACNA1G		3	2	52	3.8%	No
TM4SF19-AS1		1	1	52	1.9%	No
BDNF		1	1	52	1.9%	No
TIMELESS		1	1	52	1.9%	No
SRRM1		2	1	52	1.9%	No
BFSP1		1	1	52	1.9%	No
RAG1		1	1	52	1.9%	No
BICD1		1	1	52	1.9%	No
HERC2		1	1	52	1.9%	No
SPRY1		1	1	52	1.9%	No
BID		1	1	52	1.9%	No
RALA		1	1	52	1.9%	No
GLCCI1		1	1	52	1.9%	No
PRDM1		1	1	52	1.9%	Yes
ABCC4		1	1	52	1.9%	No
CNKSR1		1	1	52	1.9%	No
HERC1		3	3	52	5.8%	No
VCX		1	1	52	1.9%	No
DENND4A		1	1	52	1.9%	No
MUC4		5	5	52	9.6%	No
BLM		3	3	52	5.8%	Yes
HPN		1	1	52	1.9%	No
BNC1		1	1	52	1.9%	No
ZFC3H1		2	2	52	3.8%	No
BAIAP3		1	1	52	1.9%	No
WASF1		1	1	52	1.9%	No
ZMPSTE24		1	1	52	1.9%	No
TRIM37		1	1	52	1.9%	No
IL23R		1	1	52	1.9%	No
SEC14L2		1	1	52	1.9%	No
RBFOX2		1	1	52	1.9%	No
RXFP4		1	1	52	1.9%	No
LILRA4		1	1	52	1.9%	No
BMP3		1	1	52	1.9%	No
BMP5		1	1	52	1.9%	No
BTRC		1	1	52	1.9%	No
MUC6		1	1	52	1.9%	No
UGT1A1		1	1	52	1.9%	No
ERMP1		1	1	52	1.9%	No
ZNF66		1	1	52	1.9%	No
HNRNPR		1	1	52	1.9%	No
ZNF79		1	1	52	1.9%	No
SARS1		1	1	52	1.9%	No
PRMT2		1	1	52	1.9%	No
HRG		1	1	52	1.9%	No
SNAPIN		1	1	52	1.9%	No
HRC		2	2	52	3.8%	No
BNIP1		1	1	52	1.9%	No
RSBN1		1	1	52	1.9%	No
AGFG2		1	1	52	1.9%	No
GPR155		1	1	52	1.9%	No
DST		2	1	52	1.9%	No
KCNMB2		1	1	52	1.9%	No
MX1		1	1	52	1.9%	No
BTBD1		1	1	52	1.9%	No
ZNF74		1	1	52	1.9%	No
NXF5		1	1	52	1.9%	No
ACAP2		1	1	52	1.9%	No
ATXN2		2	2	52	3.8%	Yes
P4HA2		2	1	52	1.9%	No
ZNF91		1	1	52	1.9%	No
ATP6V0D2		1	1	52	1.9%	No
PDZD8		1	1	52	1.9%	No
ARMC3		1	1	52	1.9%	No
CABIN1		3	3	52	5.8%	No
SRRM2		1	1	52	1.9%	No
BRCA1		1	1	52	1.9%	Yes
PRG4		1	1	52	1.9%	No
FHIP2A		1	1	52	1.9%	No
BRAF		1	1	52	1.9%	Yes
ZNF442		1	1	52	1.9%	No
BRCA2		2	2	52	3.8%	Yes
CROT		1	1	52	1.9%	No
ZFP36L2	8.690e-3	1	1	52	1.9%	No
CGAS		1	1	52	1.9%	No
SATB1		1	1	52	1.9%	No
TRMT2B		1	1	52	1.9%	No
H3C7		1	1	52	1.9%	Yes
SLC7A14		1	1	52	1.9%	No
SBF1		1	1	52	1.9%	No
CWC22		1	1	52	1.9%	No
ZNF221		1	1	52	1.9%	No
WDFY4		1	1	52	1.9%	No
SSX3		1	1	52	1.9%	No
DENND1A		1	1	52	1.9%	No
SLFN11		1	1	52	1.9%	Yes
MYO1G		1	1	52	1.9%	No
NNT		1	1	52	1.9%	No
PRAME		1	1	52	1.9%	No
HSD17B4		1	1	52	1.9%	No
HSD17B2		1	1	52	1.9%	No
TNPO3		2	2	52	3.8%	No
HSD17B3		1	1	52	1.9%	No
INSYN2A		1	1	52	1.9%	No
BST2		1	1	52	1.9%	No
BTD		1	1	52	1.9%	No
SCD5		1	1	52	1.9%	No
ANO8		1	1	52	1.9%	No
SHC3		1	1	52	1.9%	No
ATAT1		1	1	52	1.9%	No
ZNF443		1	1	52	1.9%	No
CD96		1	1	52	1.9%	No
PCDHB16		1	1	52	1.9%	No
TMEM131		1	1	52	1.9%	No
SCN5A		2	2	52	3.8%	No
BICRAL		1	1	52	1.9%	No
CFAP47		2	2	52	3.8%	No
NOL3		1	1	52	1.9%	No
SCN7A		3	3	52	5.8%	No
KALRN		1	1	52	1.9%	No
SCN9A		1	1	52	1.9%	No
ZFYVE26		3	3	52	5.8%	No
PLEKHH3		1	1	52	1.9%	No
BTK		1	1	52	1.9%	Yes
SCN3A		1	1	52	1.9%	No
POU5F2		1	1	52	1.9%	No
NCOA5		2	2	52	3.8%	No
WDR19		1	1	52	1.9%	No
R3HDM1		1	1	52	1.9%	No
SLC10A6		2	2	52	3.8%	No
SUZ12		1	1	52	1.9%	Yes
TRIM13		1	1	52	1.9%	No
ZFYVE28		1	1	52	1.9%	No
GBA3		1	1	52	1.9%	No
SVEP1		2	2	52	3.8%	No
SCN10A		3	3	52	5.8%	No
DEPDC7		1	1	52	1.9%	No
MKRN3		1	1	52	1.9%	No
DIS3L2		1	1	52	1.9%	No
PPAN-P2RY11		1	1	52	1.9%	No
CSTPP1		1	1	52	1.9%	No
TRIM48		1	1	52	1.9%	No
RFFL		1	1	52	1.9%	No
RAB11FIP4		1	1	52	1.9%	No
FRMPD3		1	1	52	1.9%	No
P4HA1		1	1	52	1.9%	No
CCL21		1	1	52	1.9%	No
MARCHF7		1	1	52	1.9%	No
SLC13A3		1	1	52	1.9%	No
ZNF131		3	3	52	5.8%	No
ARHGAP42		1	1	52	1.9%	No
MRPS35		1	1	52	1.9%	No
ZNF528		2	2	52	3.8%	No
ZC3HC1		1	1	52	1.9%	No
CCL15		1	1	52	1.9%	No
SAV1		1	1	52	1.9%	No
PPHLN1		1	1	52	1.9%	No
OLIG3		1	1	52	1.9%	No
ELOVL5		1	1	52	1.9%	No
PABPC3		2	2	52	3.8%	No
CXCL6		1	1	52	1.9%	No
TSHZ1		2	2	52	3.8%	No
PRMT3		1	1	52	1.9%	No
COX20		1	1	52	1.9%	No
OR10H2		1	1	52	1.9%	No
NUTM1		2	2	52	3.8%	Yes
FBN3		1	1	52	1.9%	No
MEGF10		1	1	52	1.9%	No
ABHD15		1	1	52	1.9%	No
SLC36A2		1	1	52	1.9%	No
PAK1		1	1	52	1.9%	Yes
DENND1B		1	1	52	1.9%	No
CDCP1		1	1	52	1.9%	No
SDC1		1	1	52	1.9%	No
ZBTB7C		1	1	52	1.9%	No
L3MBTL3		1	1	52	1.9%	No
EFCAB7		1	1	52	1.9%	No
LCOR		2	2	52	3.8%	No
PEX5L		1	1	52	1.9%	No
DNAH10		2	2	52	3.8%	No
APOBR		3	3	52	5.8%	No
CTTNBP2NL		1	1	52	1.9%	No
CTDSP1		1	1	52	1.9%	No
PAM		1	1	52	1.9%	No
CYP7B1		1	1	52	1.9%	No
CDYL		1	1	52	1.9%	No
PAPPA		1	1	52	1.9%	No
ARIH2OS		1	1	52	1.9%	No
PAK2		1	1	52	1.9%	No
LRRC43		1	1	52	1.9%	No
PES1		1	1	52	1.9%	No
TGDS		1	1	52	1.9%	No
DDX23		1	1	52	1.9%	No
NKRF		1	1	52	1.9%	No
BLOC1S2		1	1	52	1.9%	No
RBM5		1	1	52	1.9%	No
PAX3		2	1	52	1.9%	Yes
PAX5		1	1	52	1.9%	Yes
CHST2		1	1	52	1.9%	No
MACF1		2	2	52	3.8%	No
BRWD3		2	2	52	3.8%	No
TSPAN16		1	1	52	1.9%	No
DAZAP1		1	1	52	1.9%	Yes
HEY2		1	1	52	1.9%	No
LARP7		1	1	52	1.9%	No
NDFIP2		1	1	52	1.9%	No
QKI		2	1	52	1.9%	Yes
MAP4K4		1	1	52	1.9%	No
PAX9		1	1	52	1.9%	No
DAW1		1	1	52	1.9%	No
AZIN1		1	1	52	1.9%	No
ABCA5		2	1	52	1.9%	No
JAKMIP3		1	1	52	1.9%	No
PCF11		2	2	52	3.8%	No
ATAD5		1	1	52	1.9%	No
MED23		1	1	52	1.9%	No
TRIM28		1	1	52	1.9%	No
GOLGB1		1	1	52	1.9%	No
GOLGA4		3	2	52	3.8%	No
INO80		1	1	52	1.9%	No
GOLGA3		1	1	52	1.9%	No
MYOF		2	2	52	3.8%	No
ARHGEF6		1	1	52	1.9%	No
LPCAT3		1	1	52	1.9%	No
MBLAC1		1	1	52	1.9%	No
SRRT		1	1	52	1.9%	No
EEF1AKMT1		1	1	52	1.9%	No
LSR		1	1	52	1.9%	No
IQGAP3		1	1	52	1.9%	No
SERF2		1	1	52	1.9%	No
ZNF197		1	1	52	1.9%	No
MAP10		2	2	52	3.8%	No
RDH13		1	1	52	1.9%	No
IL27RA		1	1	52	1.9%	No
EFCAB12		1	1	52	1.9%	No
PCYT1B		1	1	52	1.9%	No
DNAJC2		2	2	52	3.8%	No
DOCK5		1	1	52	1.9%	No
ESRP2		1	1	52	1.9%	No
BRIP1		2	2	52	3.8%	Yes
ZNF710		2	1	52	1.9%	No
ROCK2		1	1	52	1.9%	No
DNAI1		1	1	52	1.9%	No
NRDE2		1	1	52	1.9%	No
CCDC8		1	1	52	1.9%	No
CTNND2		1	1	52	1.9%	No
CNPPD1		1	1	52	1.9%	No
CTSB		1	1	52	1.9%	No
DDI1		1	1	52	1.9%	No
SUSD4		1	1	52	1.9%	No
C11ORF87		1	1	52	1.9%	No
HOATZ		1	1	52	1.9%	No
GPR22		2	1	52	1.9%	No
GPR19		1	1	52	1.9%	No
EXOC4		1	1	52	1.9%	No
DDX54		1	1	52	1.9%	No
TMEM62		1	1	52	1.9%	No
HAUS8		1	1	52	1.9%	No
RNF31		1	1	52	1.9%	No
DET1		2	2	52	3.8%	No
UACA		2	2	52	3.8%	No
OXR1		1	1	52	1.9%	No
KIF23		1	1	52	1.9%	No
PHC3		1	1	52	1.9%	No
GPR31		1	1	52	1.9%	No
NAA25		2	2	52	3.8%	No
ACOT4		2	2	52	3.8%	No
OR10W1		1	1	52	1.9%	No
ELL		1	1	52	1.9%	Yes
RNF214		1	1	52	1.9%	No
GRK6		1	1	52	1.9%	No
KIF26B		1	1	52	1.9%	No
FAM171B		1	1	52	1.9%	No
TRPM8		1	1	52	1.9%	No
RADX		2	2	52	3.8%	No
TGIF2		1	1	52	1.9%	No
GPR39		1	1	52	1.9%	No
KRTAP10-12		1	1	52	1.9%	No
CYLC1		1	1	52	1.9%	No
ZNF239		1	1	52	1.9%	No
CFAP126		1	1	52	1.9%	No
TSEN34		2	2	52	3.8%	No
RANGAP1		1	1	52	1.9%	No
CYP1B1		1	1	52	1.9%	No
RAP1A		1	1	52	1.9%	No
KRTAP10-2		1	1	52	1.9%	No
GPS2	1.280e-4	1	1	52	1.9%	Yes
GAS2L3		1	1	52	1.9%	No
ZNF556		1	1	52	1.9%	No
SEMA6D		1	1	52	1.9%	No
RANBP2		2	2	52	3.8%	Yes
GRIA3		4	3	52	5.8%	No
FASTKD3		1	1	52	1.9%	No
GRIA2		1	1	52	1.9%	No
DCAF17		1	1	52	1.9%	No
SIRPB2		1	1	52	1.9%	No
CYP2A13		2	2	52	3.8%	No
CYP3A7		1	1	52	1.9%	No
SPATA31A6		1	1	52	1.9%	No
LINC01559		1	1	52	1.9%	No
ATF7IP2		1	1	52	1.9%	No
CEP120		1	1	52	1.9%	No
SCLT1		1	1	52	1.9%	No
CYP2F1		1	1	52	1.9%	No
GRIK2		1	1	52	1.9%	No
PGAP1		1	1	52	1.9%	No
GRID1		2	2	52	3.8%	No
LRRTM4		1	1	52	1.9%	No
GTSE1		1	1	52	1.9%	Yes
CYP4B1		1	1	52	1.9%	No
ZNF532		1	1	52	1.9%	No
LGI2		1	1	52	1.9%	No
RBBP6		2	2	52	3.8%	No
SBNO1		1	1	52	1.9%	No
MYBL1		1	1	52	1.9%	No
RAD51AP2		1	1	52	1.9%	No
SH3BP1		1	1	52	1.9%	No
TRMT61A		1	1	52	1.9%	No
OR7G3		1	1	52	1.9%	No
CYP24A1		1	1	52	1.9%	No
ALPK2		1	1	52	1.9%	No
ARHGAP33		1	1	52	1.9%	No
RBP3		2	2	52	3.8%	No
MYH1		2	2	52	3.8%	No
ZNF790		1	1	52	1.9%	No
ZNF267		1	1	52	1.9%	No
RCBTB1		1	1	52	1.9%	No
CHST7		1	1	52	1.9%	No
P3H1		1	1	52	1.9%	No
ZNF610		1	1	52	1.9%	No
MUC19		2	1	52	1.9%	No
MYH7		1	1	52	1.9%	No
MYH9		3	3	52	5.8%	Yes
GAB3		1	1	52	1.9%	No
GIMAP1		1	1	52	1.9%	No
LCE5A		1	1	52	1.9%	No
SLC38A7		1	1	52	1.9%	No
DNAJA1		1	1	52	1.9%	No
OXGR1		1	1	52	1.9%	No
UBA6		2	2	52	3.8%	No
ZNF772		1	1	52	1.9%	No
RDX		1	1	52	1.9%	No
KSR2		1	1	52	1.9%	Yes
OGFOD1		1	1	52	1.9%	No
MYL5		1	1	52	1.9%	No
REG1B		1	1	52	1.9%	No
HSPA4		1	1	52	1.9%	No
MYLK		2	2	52	3.8%	No
EGFLAM		1	1	52	1.9%	No
MYO9B		1	1	52	1.9%	No
RFC1		1	1	52	1.9%	No
KRTAP5-1		1	1	52	1.9%	No
ITFG1		1	1	52	1.9%	No
CHD9		2	2	52	3.8%	No
HSPA9		1	1	52	1.9%	No
C1ORF220		1	1	52	1.9%	No
MYO1D		1	1	52	1.9%	No
C1R		2	1	52	1.9%	No
UPF1		1	1	52	1.9%	Yes
MYO7B		2	2	52	3.8%	No
MYO9A		4	4	52	7.7%	No
MYT1		1	1	52	1.9%	No
RFX4		2	2	52	3.8%	No
RFX5		1	1	52	1.9%	No
C1ORF226		1	1	52	1.9%	No
ASXL2	4.980e-2	2	2	52	3.8%	Yes
OR1L4		1	1	52	1.9%	No
TMEM39A		1	1	52	1.9%	No
THNSL2		1	1	52	1.9%	No
C4BPA		1	1	52	1.9%	No
DIS3L		1	1	52	1.9%	No
RFC4		1	1	52	1.9%	No
C5		1	1	52	1.9%	No
RFPL1		1	1	52	1.9%	No
C6		1	1	52	1.9%	No
PPP1R12A		1	1	52	1.9%	No
USP51		1	1	52	1.9%	No
NAP1L1		1	1	52	1.9%	No
RAB11FIP1		1	1	52	1.9%	No
ZFP69		1	1	52	1.9%	No
DNAJC4		1	1	52	1.9%	No
ELN		1	1	52	1.9%	Yes
C7		1	1	52	1.9%	No
ELK3		1	1	52	1.9%	No
DENND2A		2	2	52	3.8%	No
C8B		1	1	52	1.9%	No
CYRIA		1	1	52	1.9%	No
FILIP1		1	1	52	1.9%	No
ATP13A5		2	2	52	3.8%	No
NAB2		2	1	52	1.9%	Yes
UNC5D		1	1	52	1.9%	No
RGS4		1	1	52	1.9%	No
PROSER1		2	2	52	3.8%	No
MAGEB18		1	1	52	1.9%	No
KRTAP5-10		1	1	52	1.9%	No
HTR1B		1	1	52	1.9%	No
TMEM100		1	1	52	1.9%	No
SLC38A1		1	1	52	1.9%	No
CCDC92		1	1	52	1.9%	No
BRPF3		2	2	52	3.8%	No
CPAMD8		1	1	52	1.9%	No
ARMC9		1	1	52	1.9%	No
INTS4P2		1	1	52	1.9%	No
VPS53		1	1	52	1.9%	No
EMP3		1	1	52	1.9%	No
BPIFB4		1	1	52	1.9%	No
NASP		1	1	52	1.9%	No
NEXMIF		3	3	52	5.8%	No
ZBTB16		1	1	52	1.9%	Yes
NDUFA2		1	1	52	1.9%	No
EP300		1	1	52	1.9%	Yes
CLECL1		1	1	52	1.9%	No
NHSL2		2	2	52	3.8%	No
HTR2A		1	1	52	1.9%	No
ZNF157		1	1	52	1.9%	No
TUBA1B		1	1	52	1.9%	No
IL17RD		1	1	52	1.9%	No
USP45		1	1	52	1.9%	No
KLHL30		1	1	52	1.9%	No
ZNF177		1	1	52	1.9%	No
TUBB3		1	1	52	1.9%	No
SEL1L		1	1	52	1.9%	No
IARS1		2	2	52	3.8%	No
EPHA5		1	1	52	1.9%	Yes
MORN4		1	1	52	1.9%	No
TNC		1	1	52	1.9%	No
EPB42		1	1	52	1.9%	No
ROPN1		1	1	52	1.9%	No
BTN2A2		1	1	52	1.9%	No
CA9		1	1	52	1.9%	No
HYDIN		3	3	52	5.8%	No
TRIM26		1	1	52	1.9%	No
SYCP2		2	2	52	3.8%	No
ABCA9		1	1	52	1.9%	No
FBXO27		1	1	52	1.9%	No
AGMO		1	1	52	1.9%	No
UBBP4		1	1	52	1.9%	No
EPHB4		1	1	52	1.9%	Yes
CACNA1A		1	1	52	1.9%	No
PPP1R12C		1	1	52	1.9%	No
ANKRD18A		1	1	52	1.9%	No
CACNA1E		2	2	52	3.8%	No
CACNA1F		1	1	52	1.9%	No
ABCA8		2	2	52	3.8%	No
RNF113A		2	2	52	3.8%	No
ZNF185		2	2	52	3.8%	No
ZMYM2		2	1	52	1.9%	Yes
ERICH6		1	1	52	1.9%	No
ERBB4		1	1	52	1.9%	Yes
ERBB3		2	2	52	3.8%	Yes
ERBB2	6.670e-7	1	1	52	1.9%	Yes
IRF8		1	1	52	1.9%	Yes
UBR3		1	1	52	1.9%	No
EPS15		1	1	52	1.9%	Yes
CACNB3		1	1	52	1.9%	No
NSMCE4A		1	1	52	1.9%	No
EPS8		2	1	52	1.9%	No
ZNF429		1	1	52	1.9%	No
SELENOP		1	1	52	1.9%	No
HMG20A		1	1	52	1.9%	No
MAP2K4	1.320e-11	1	1	52	1.9%	Yes
ARRDC1-AS1		1	1	52	1.9%	No
MICU1		1	1	52	1.9%	No
TAF1L		2	1	52	1.9%	No
SETMAR		1	1	52	1.9%	No
SRSF5		1	1	52	1.9%	No
PCDH9		1	1	52	1.9%	No
SRSF6		1	1	52	1.9%	No
TRA2B		1	1	52	1.9%	No
ERCC6		1	1	52	1.9%	No
TET2		1	1	52	1.9%	Yes
CAD		1	1	52	1.9%	Yes
CCDC181		1	1	52	1.9%	No
GRHL3		1	1	52	1.9%	No
ZNF205		1	1	52	1.9%	No
ZP4	3.640e-2	1	1	52	1.9%	No
TLDC2		1	1	52	1.9%	No
